id,titulo,Categoria_humana,cat_tfidf,cat_embeddings,cat_embeddings_e5,cat_embeddings_bge_m3,cat_llm_llm_1b,cat_llm_llm_3b,cat_llm_llm_8b,cat_llm_mistral_base
116754318,SANTARÉM - PSP dinamiza nova ação de sensibilização sobre violência na Unidade Local de Saúde,segurança,segurança,segurança,segurança,segurança,cultura,saúde,segurança,segurança
116932484,Inauguração das novas instalações da Polícia Judiciária em Faro,segurança,justiça,justiça,justiça,justiça,justiça,justiça,justiça,justiça
116727093,IGAI valida ação polémica da PSP no Martim Moniz,segurança,segurança,segurança,segurança,segurança,defesa,administração publica,segurança,segurança
117798899,Quem nos protege da polícia?,segurança,segurança,segurança,segurança,segurança,defesa,segurança,segurança,segurança
119076493,Reforma laboral divide patrões e trabalhadores,trabalho,trabalho,trabalho,trabalho,trabalho,território,justiça,trabalho,trabalho
118499757,Lei laboral,trabalho,trabalho,trabalho,trabalho,trabalho,habitação,trabalho,trabalho,trabalho
119040242,Alterações às leis laborais,trabalho,trabalho,trabalho,trabalho,trabalho,desconhecido,trabalho,trabalho,trabalho
119235404,Alterações às leis laborais,trabalho,trabalho,trabalho,trabalho,trabalho,desigualdades,trabalho,trabalho,trabalho
116682400,Sindicatos da Construção Civil e Obras Pública: salário mínimo de 1.200 euros,trabalho,trabalho,trabalho,trabalho,trabalho,administração publica,economia,trabalho,trabalho
119305483,Sindicatos pedem aumentos salariais,trabalho,administração publica,trabalho,administração publica,trabalho,defesa,administração publica,administração publica,trabalho
119786380,ADMINISTRAÇÃO PÚBLICA - “Maior greve dos últimos anos” na Função Pública,trabalho,trabalho,trabalho,trabalho,trabalho,administração publica,administração publica,administração publica,administração publica
118978405,UNIÃO DOS SINDICATOS DE VILA REAL - CONTRA O PACOTE LABORAL: É HORA DE LUTAR,trabalho,trabalho,trabalho,trabalho,trabalho,habitação,administração publica,trabalho,trabalho
119566942,Frente Comum ganha argumentos para manter greve,trabalho,administração publica,trabalho,trabalho,trabalho,território,administração publica,trabalho,trabalho
119841639,SINDICATO - USAM contesta pacote laboral,trabalho,trabalho,trabalho,trabalho,trabalho,cultura,desconhecido,trabalho,trabalho
119906018,"Com menos custos e de implementação mais célere, metrobus conquista municípios",transportes,transportes,transportes,transportes,transportes,ambiente e clima,transportes,transportes,transportes
118460082,Transportes da Lezíria: um passo decisivo rumo à mobilidade pública intermunicipal,transportes,território,transportes,transportes,transportes,transportes,transportes,transportes,transportes
116615102,Transportes. - Em Oeiras faz-se  revolução  nos transportes,transportes,transportes,transportes,infraestruturas,infraestruturas,transportes,transportes,transportes,transportes
119849410,Arrancaram as obras do novo MetroBus entre Matosinhos e Maia,transportes,transportes,transportes,transportes,transportes,desconhecido,transportes,transportes,transportes
116836150,"Local Utilizadores de modos activos usam canal do metrobus - Em hora de ponta, passam 300 bicicletas e trotinetas na Boavista",transportes,transportes,transportes,transportes,transportes,desconhecido,transportes,transportes,transportes
118457817,LEIRIA - Transportes urbanos apenas com autocarros eléctricos,transportes,transportes,transportes,transportes,transportes,transportes,transportes,transportes,transportes
119076635,FUNCHAL TERÁ SEMÁFOROS  INTELIGENTES,transportes,transportes,transportes,transportes,transportes,desconhecido,transportes,transportes,transportes
118899366,BOLT PRETENDE EXPANDIR SERVIÇOS DE MOBILIDADE NOS AÇORES - entrevista a Mário Morais,transportes,território,transportes,transportes,transportes,desconhecido,transportes,economia,transportes
119298943,CIM MÉDIO TEJO E MUNICÍPIO DA SERTÃ - Ponto de situação sobre mobilidade no concelho,transportes,transportes,transportes,transportes,transportes,desconhecido,transportes,transportes,transportes
117049211,Programa  CirculaPT  garante descontos nos Transportes Públicos da região,transportes,proteção social,transportes,proteção social,transportes,transportes,transportes,transportes,transportes
116496305,População imigrante sobe 30% em Estremoz,demografia,saúde,demografia,habitação,demografia,economia,demografia,demografia,demografia
118449249,Dados contrariam perceções. Imigração contribui mais para a Segurança Social e está longe de ser encargo,demografia,trabalho,demografia,demografia,demografia,defesa,segurança,demografia,trabalho
117926260,Autorização para reunir famílias de imigrantes cai para mínimos de sete anos,demografia,demografia,demografia,demografia,demografia,desconhecido,demografia,relações internacionais,desconhecido
119572214,Fluxo de emigração jovem no ano passado foi o mais alto em quase uma década,demografia,demografia,demografia,demografia,demografia,território,economia,economia,demografia
119677663,O declínio silencioso,demografia,proteção social,demografia,demografia,demografia,saúde,demografia,demografia,demografia
117463506,Realidade do Envelhecimento,demografia,proteção social,demografia,demografia,demografia,saúde,saúde,saúde,saúde
119172114,Saldo migratório faz aumentar população nos três concelhos de Lafões,demografia,educação e formação,demografia,agricultura e floresta,demografia,agricultura e floresta,habitação,demografia,demografia
119294545,1.547 EUROS - Vila Velha de Ródão atrai pessoas e investimentos,demografia,demografia,demografia,habitação,demografia,habitação,habitação,habitação,educação e formação
118795192,"IMIGRAÇÃO, A NOVA REALIDADE E A PERCEÇÃO QUE TRANSFORMARAM O DISCURSO E A REPRESENTAÇÃO POLÍTICA EM PORTUGAL",demografia,demografia,demografia,demografia,demografia,habitação,trabalho,impostos,demografia
118434152,Dados da AIMA alteram estatísticasi do nível de vida nacional face à UE,demografia,demografia,demografia,demografia,demografia,economia,economia,economia,economia
117435723,Pobreza transmite-se entre gerações,desigualdades,educação e formação,desigualdades,desigualdades,desigualdades,território,saúde,proteção social,educação e formação
117432863,Estudo do Banco de Portugal sobre a pobreza,desigualdades,desigualdades,desigualdades,desigualdades,desigualdades,desconhecido,saúde,educação e formação,educação e formação
117841479,"Relatório traça ligação clara entre pobreza, emprego e condições laborais",desigualdades,trabalho,desigualdades,desigualdades,desigualdades,desconhecido,proteção social,educação e formação,economia
119731119,POBREZA - Açores continuam mais vulneráveis,desigualdades,desigualdades,desigualdades,proteção social,desigualdades,administração publica,desigualdades,demografia,demografia
119669362,Demografia: risco de pobreza aumentou,desigualdades,proteção social,desigualdades,proteção social,desigualdades,demografia,demografia,demografia,demografia
119671216,Rede contra a pobreza pede subida do RSI para garantir vida digna,desigualdades,desigualdades,desigualdades,proteção social,proteção social,território,justiça,proteção social,economia
118870377,As Pessoas em Situação de Sem-Abrigo e a NOVA ENIPSSA 2025-2030,desigualdades,desigualdades,desigualdades,desigualdades,proteção social,desconhecido,economia,proteção social,habitação
119886682,Retrato Social do território Ouriense -  A Pobreza em Ourém existe e tem rostos diferentes,desigualdades,desigualdades,desigualdades,proteção social,desigualdades,habitação,desconhecido,habitação,demografia
118615387,Destaque - Famílias da região são as mais pobres do país,desigualdades,educação e formação,demografia,habitação,território,desconhecido,economia,economia,economia
117821126,Quase 600 mil euros para combater pobreza e exclusão social,desigualdades,proteção social,proteção social,proteção social,proteção social,território,proteção social,proteção social,saúde
117747228,Região Centro - Interior exige obras em infraestruturas rodoviárias,infraestruturas,território,infraestruturas,infraestruturas,infraestruturas,infraestruturas,infraestruturas,transportes,infraestruturas
119944534,Ver para Fazer,infraestruturas,segurança,infraestruturas,infraestruturas,infraestruturas,habitação,infraestruturas,infraestruturas,infraestruturas
117349703,Estrada Municipal 629 em reconstrução com investimento de 2 milhões de euros,infraestruturas,infraestruturas,infraestruturas,infraestruturas,infraestruturas,habitação,administração publica,transportes,infraestruturas
119063347,Requalificação da Estrada das Pedreiras vai avançar,infraestruturas,infraestruturas,infraestruturas,infraestruturas,infraestruturas,habitação,infraestruturas,habitação,infraestruturas
117445592,Infraestruturas básicas - Construção de mais 5 km de rede de saneamento em Gandra,infraestruturas,infraestruturas,infraestruturas,infraestruturas,infraestruturas,infraestruturas,infraestruturas,habitação,infraestruturas
117899268,AMIEIRINHA - RIBEIRA DO TECELÃO EM OBRA,infraestruturas,infraestruturas,infraestruturas,infraestruturas,infraestruturas,cultura,habitação,habitação,infraestruturas
118269155,MUNICÍPIO DE SILVES CONCLUIU A PAVIMENTAÇÃO DE ESTRADA E CAMINHOS NA AMENDOEIRA,infraestruturas,segurança,infraestruturas,infraestruturas,infraestruturas,infraestruturas,habitação,habitação,infraestruturas
119457447,Valença investe 380 mil euros na reabilitação da Estrada de Passos em Cerdal,infraestruturas,infraestruturas,infraestruturas,infraestruturas,infraestruturas,desconhecido,infraestruturas,habitação,infraestruturas
117903353,Requalificação da Envolvente à EN312,infraestruturas,desigualdades,infraestruturas,infraestruturas,infraestruturas,ambiente e clima,infraestruturas,habitação,habitação
118208190,Infraestruturação Quinta do Canastra/Sobral - RUA ZECA AFONSO JÁ COMEÇOU,infraestruturas,administração publica,infraestruturas,infraestruturas,infraestruturas,cultura,infraestruturas,infraestruturas,infraestruturas
117505199,UM CORRESPONDENTE NA EUROPA - DEFESA 2030: O COMPROMISSO COM A SOBERANIA EUROPEIA,relações internacionais,defesa,relações internacionais,defesa,defesa,defesa,defesa,relações internacionais,desconhecido
117693043,"Mudança geopolítica? Governo aposta no ""multilateralismo bilateralizado""",relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,administração publica,relações internacionais,relações internacionais,relações internacionais
119485073,Entrevista a Lars Steen Nielsen - Açores são vetor da segurança europeia,relações internacionais,território,relações internacionais,relações internacionais,território,defesa,segurança,relações internacionais,desconhecido
119795004,"União Europeia, governo dos comuns e gestão de externalidades",relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,energia,relações internacionais,relações internacionais,administração publica
117676741,EUROCIDADE CHAVES-VERÍN REIVINDICA PAPEL NA GOVERNANÇA EUROPEIA,relações internacionais,território,território,território,território,cultura,administração publica,relações internacionais,ambiente e clima
116699509,Guerra comercial,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,habitação,relações internacionais,relações internacionais,relações internacionais
118879956,Guerra na Ucrânia - Ataque russo provoca reações por todo o mundo,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,defesa,relações internacionais,relações internacionais,desconhecido
118610285,Guerra na Ucrânia,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,desconhecido,relações internacionais,relações internacionais,desconhecido
117814206,Escalada do conflito no Médio Oriente,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,ambiente e clima,relações internacionais,relações internacionais,relações internacionais
118281556,Análise à atualidade internacional,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais,relações internacionais
117260490,"INFORMAÇÃO GEOGRÁFICA, CONHECIMENTO E COESÃO TERRITORIAL",território,território,território,território,território,cultura,território,território,território
117260345,O CAMINHO DA COESÃO E DO DESENVOLVIMENTO REGIONAL EM PORTUGAL,território,território,território,território,território,cultura,economia,administração publica,território
117260492,REINDUSTRIALIZAÇÃO E DESCENTRALIZAÇÃO PARA ONDE VAMOS?,território,território,território,território,território,cultura,economia,economia,economia
118115025,"Economia + Coesão Territorial, a solução? (III)",território,território,território,território,território,economia,economia,economia,território
119236090,Autárquicas 2025: Especialistas pedem políticas públicas articuladas para fixar população,território,demografia,território,território,território,cultura,desigualdades,demografia,demografia
116965361,"Municípios esperam ""descentralização"" e ""regionalização"" na campanha",território,território,território,território,administração publica,transportes,administração publica,administração publica,ambiente e clima
116714927,Programas regionais 2030 - Comunidades do Oeste e Vale do Tejo assinam acordos para futuro coeso e sustentével,território,território,território,território,território,cultura,administração publica,administração publica,economia
118686096,Alentejo abre candidaturas para reforço da governação e dinamização das Parcerias para a Coesão Não Urbanas,território,território,território,território,território,administração publica,administração publica,administração publica,administração publica
119841421,CIM CAVADO DINÂMICA INTERMUNICIPAL - TRABALHO EM REDE PARA VALORIZAR O TERRITÓRIO,território,território,território,agricultura e floresta,território,ambiente e clima,território,administração publica,ambiente e clima
117507259,Municípios definem prioridades estratégicas para a região,território,território,território,território,território,energia,administração publica,administração publica,transportes
